,turns,victory_status,winner,increment_code,white_rating,black_rating,opening_eco,opening_name,opening_move_count
332,63,resign,white,Rapid,1631,1652,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5
333,31,resign,white,Rapid,1687,1641,C44,Ponziani Opening,5
334,71,resign,white,Rapid,1630,1638,C55,Italian Game: Anti-Fried Liver Defense,6
335,92,mate,black,Rapid,1414,1624,C60,Ruy Lopez: Cozio Defense,6
336,47,mate,white,Rapid,1619,1419,C57,Italian Game: Two Knights Defense |  Knight Attack,7
337,56,resign,black,Rapid,1629,1659,C42,Petrov's Defense #2,5
338,48,resign,white,Rapid,1649,1639,C23,Bishop's Opening,3
339,124,resign,black,Rapid,1677,1627,A00,Polish Opening,1
340,49,mate,white,Rapid,1705,1636,C45,Scotch Game: Classical Variation,8
341,64,resign,black,Rapid,1647,1635,B96,Sicilian Defense: Najdorf Variation,13
342,29,resign,white,Rapid,1637,1627,C53,Italian Game: Classical Variation #2,7
343,45,resign,white,Rapid,1626,1631,C50,Italian Game,5
344,96,resign,black,Rapid,1602,1615,C34,King's Gambit Accepted |  Fischer Defense,6
345,92,resign,black,Rapid,1634,1603,C23,Bishop's Opening,3
346,40,mate,black,Rapid,1611,1591,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,9
347,123,mate,white,Rapid,1579,1623,C54,Italian Game: Giuoco Piano |  Aitken Variation,19
348,129,mate,white,Rapid,1995,1581,A05,King's Indian Attack: Symmetrical Defense,4
349,120,mate,black,Rapid,1589,1569,D92,Gruenfeld Defense: Three Knights Variation |  Hungarian Attack,9
350,71,draw,draw,Rapid,1570,1555,C55,Italian Game: Anti-Fried Liver Defense,6
351,97,mate,white,Rapid,1559,1557,C00,French Defense: Knight Variation,3
352,60,resign,white,Rapid,1546,1571,A45,Indian Game,2
353,57,resign,white,Rapid,1550,1567,B21,Sicilian Defense: Smith-Morra Gambit Declined |  Push Variation,6
354,38,resign,white,Blitz,1560,1419,B12,Caro-Kann Defense: Advance Variation,5
355,111,resign,white,Blitz,1840,1564,C45,Scotch Game: Haxo Gambit,8
356,119,resign,black,Rapid,1660,1549,A49,East Indian Defense,4
357,33,mate,white,Rapid,1534,1678,C41,Philidor Defense,5
358,32,resign,white,Rapid,1789,1538,E10,Blumenfeld Countergambit #2,6
359,96,resign,black,Rapid,1841,1921,C22,Center Game: Berger Variation,8
360,92,draw,draw,Blitz,1926,1737,A04,Zukertort Opening: Queenside Fianchetto Variation,2
361,64,resign,black,Blitz,1629,1887,D00,Queen's Pawn Game #2,3
362,10,resign,black,Blitz,1860,1712,C37,King's Gambit Accepted |  King's Knight Gambit,7
363,85,resign,white,Rapid,1500,1568,A09,Reti Opening: Reti Accepted,4
364,40,resign,black,Rapid,1780,2132,B90,Sicilian Defense: Najdorf Variation,10
365,58,resign,black,Rapid,966,1124,B01,Scandinavian Defense,2
366,26,outoftime,black,Rapid,884,951,A01,Nimzo-Larsen Attack: Modern Variation,2
367,4,outoftime,black,Rapid,945,1070,C40,King's Knight Opening,3
368,118,mate,black,Rapid,971,1149,B00,King's Pawn Game: Nimzowitsch Defense,3
369,11,mate,white,Rapid,1238,985,A00,Van't Kruijs Opening,1
370,163,outoftime,draw,Rapid,972,1247,A20,English Opening: King's English Variation,2
371,95,mate,white,Rapid,1107,961,B00,Nimzowitsch Defense: Mikenas Variation,4
372,37,resign,black,Rapid,974,1129,D00,Queen's Pawn Game: Chigorin Variation,3
373,101,mate,white,Rapid,1203,970,C21,Center Game #2,3
374,80,outoftime,black,Rapid,998,937,C00,French Defense: Pelikan Variation,5
375,78,resign,black,Rapid,1016,1126,A00,Van't Kruijs Opening,1
376,89,outoftime,draw,Rapid,1025,1153,C01,French Defense: Mediterranean Defense,4
377,42,mate,black,Rapid,1047,1151,D02,Queen's Pawn Game: Chigorin Variation,4
378,8,outoftime,black,Rapid,998,1016,C44,Ponziani Opening: Romanishin Variation,6
379,101,outoftime,white,Rapid,1127,1044,C20,King's Pawn Game: Wayward Queen Attack,3
380,65,outoftime,white,Rapid,1020,1200,D02,Queen's Pawn Game: Zukertort Variation,3
381,60,mate,black,Rapid,1069,1071,D02,Queen's Pawn Game: Symmetrical Variation,4
382,71,draw,draw,Rapid,1071,1068,D00,Queen's Pawn Game: Mason Attack,3
383,44,resign,black,Rapid,1115,1223,D01,Queen's Pawn Game: Chigorin Variation,4
384,20,resign,black,Rapid,1190,1213,D01,Queen's Pawn Game: Chigorin Variation,4
385,41,resign,white,Rapid,1337,1337,C40,King's Knight Opening,3
386,40,resign,black,Rapid,1500,1500,B01,Scandinavian Defense,2
387,27,resign,white,Classical,1500,1571,C41,Philidor Defense: Exchange Variation #2,7
388,59,resign,black,Rapid,1367,1866,A00,Van't Kruijs Opening,1
389,19,mate,white,Rapid,1590,1373,B00,Owen Defense,2
390,50,mate,black,Rapid,1377,1667,A00,Hungarian Opening,1
391,34,resign,black,Rapid,1558,1358,C88,Ruy Lopez: Closed Variations |  Rosen Attack,15
392,15,mate,white,Blitz,1476,1367,B00,Owen Defense,2
393,52,resign,black,Blitz,1376,1469,A00,Van't Kruijs Opening,1
394,65,mate,white,Blitz,1460,1386,B00,Owen Defense,2
395,67,resign,white,Rapid,1372,1408,C41,Philidor Defense #3,5
396,31,resign,black,Blitz,1373,2148,B40,Sicilian Defense: French Variation,4
397,130,mate,black,Blitz,1500,1395,C00,French Defense #2,2
398,125,mate,white,Blitz,1382,1414,C01,French Defense: Exchange Variation,5
399,76,resign,black,Rapid,1320,1400,C00,French Defense: Knight Variation,3
400,121,resign,white,Rapid,1383,1330,A46,Torre Attack #2,3
401,53,resign,white,Classical,1383,1242,D02,Queen's Pawn Game: Zukertort Variation,3
402,116,outoftime,black,Rapid,1469,1357,C02,French Defense: Advance Variation |  Paulsen Attack,9
403,47,resign,white,Classical,959,1357,A00,Creepy Crawly Formation: Classical Defense,4
404,53,resign,white,Classical,1357,959,D00,Queen's Pawn Game: Mason Attack,3
405,76,mate,black,Classical,959,1357,A00,Creepy Crawly Formation: Classical Defense,4
406,110,draw,draw,Rapid,1588,1691,C50,Italian Game: Giuoco Pianissimo |  Normal,8
407,67,mate,white,Rapid,1541,1586,B34,Sicilian Defense: Accelerated Dragon |  Modern Variation,9
408,17,resign,white,Classical,1517,1320,C40,Elephant Gambit,4
409,39,mate,white,Classical,1569,1569,A01,Nimzo-Larsen Attack: Classical Variation,2
410,94,resign,black,Classical,1563,1498,C03,French Defense: Tarrasch Variation,5
411,37,resign,white,Rapid,1903,1512,E20,Nimzo-Indian Defense: Ragozin Variation,8
412,37,mate,white,Rapid,1612,1450,B13,Caro-Kann Defense: Exchange Variation,5
413,34,resign,white,Rapid,1327,1450,B00,Caro-Kann Defense: Hillbilly Attack,3
414,41,outoftime,white,Rapid,1245,1450,B12,Caro-Kann Defense: Advance Variation,5
415,30,resign,black,Rapid,1921,1451,C40,Latvian Gambit,4
416,51,resign,white,Rapid,1462,1464,A00,Global Opening,3
417,79,mate,white,Rapid,1450,1486,C33,King's Gambit Accepted |  Bishop's Gambit |  Lopez Defense,6
418,83,resign,white,Rapid,1439,1418,C33,King's Gambit Accepted |  Bishop's Gambit,5
419,14,resign,black,Blitz,1728,1500,C55,Italian Game: Two Knights Defense,6
420,21,resign,white,Rapid,1547,1563,B02,Alekhine Defense: Scandinavian Variation,4
421,47,resign,white,Rapid,1863,1567,B02,Alekhine Defense,2
422,38,resign,white,Rapid,1559,1423,A40,Horwitz Defense,2
423,34,resign,black,Rapid,1570,1611,B06,Modern Defense: Geller's System,7
424,39,resign,white,Rapid,1562,1582,B03,Alekhine Defense,6
425,43,resign,white,Blitz,1576,1386,D00,Queen's Pawn Game: Mason Attack,3
426,41,mate,white,Blitz,1353,1595,B10,Caro-Kann Defense: Accelerated Panov Attack,3
427,49,resign,white,Rapid,1591,1326,D00,Queen's Pawn Game: Mason Attack,3
428,38,outoftime,black,Rapid,1560,1580,B02,Alekhine Defense: Scandinavian Variation,4
429,70,outoftime,black,Blitz,1727,1574,B01,Scandinavian Defense: Modern Variation #2,4
430,48,resign,black,Rapid,1579,1841,E00,Indian Game: East Indian Defense,4
431,50,resign,black,Rapid,1877,1558,C11,French Defense: Steinitz Variation #2,11
432,57,resign,white,Rapid,1536,1962,A45,Trompowsky Attack,3
433,148,outoftime,draw,Rapid,1529,1763,D00,Queen's Pawn Game: Mason Attack,3
434,62,mate,black,Rapid,1590,1515,B01,Scandinavian Defense: Modern Variation #2,4
435,29,resign,white,Rapid,1653,1522,A80,Dutch Defense,2
436,52,mate,black,Rapid,1675,1505,B01,Scandinavian Defense: Panov Transfer,6
437,26,mate,black,Rapid,1547,1491,B01,Scandinavian Defense: Panov Transfer,6
438,59,resign,black,Rapid,1507,1399,A40,Englund Gambit,2
439,2,draw,draw,Rapid,1641,1502,B01,Scandinavian Defense,2
440,195,draw,draw,Rapid,1496,1703,A48,London System,5
441,56,resign,black,Rapid,1482,1484,B01,Scandinavian Defense: Modern Variation #2,4
442,40,resign,black,Rapid,1486,1909,A40,Modern Defense,2
443,31,mate,white,Rapid,1919,1488,A11,English Opening: Caro-Kann Defensive System,2
444,60,resign,black,Rapid,1488,2192,A45,Indian Game,2
445,45,resign,white,Rapid,1470,1684,D00,Queen's Pawn Game: Mason Attack,3
446,63,draw,draw,Blitz,1465,1659,A81,Dutch Defense: Fianchetto Attack,3
447,17,resign,white,Rapid,1586,1473,D02,Queen's Pawn Game: London System,5
448,34,resign,white,Rapid,1548,1488,B03,Alekhine Defense,6
449,36,mate,black,Rapid,1500,1501,A45,Indian Game,2
450,62,mate,black,Rapid,1509,1487,B05,Alekhine Defense: Modern Variation |  Main Line,8
451,46,draw,draw,Blitz,1356,1491,B01,Scandinavian Defense,2
452,34,resign,black,Rapid,1495,1771,A45,Indian Game,2
453,38,resign,white,Blitz,1529,1639,C00,French Defense: Knight Variation,3
454,107,resign,white,Blitz,1631,1537,C41,Philidor Defense: Hanham Variation,6
455,42,resign,black,Blitz,1546,1621,B54,Sicilian Defense #2,6
456,35,resign,white,Blitz,1568,1636,C00,French Defense: Pelikan Variation,5
457,122,mate,black,Blitz,1354,1631,C00,French Defense: Schlechter Variation,5
458,71,mate,white,Blitz,1626,1384,B53,Sicilian Defense: Chekhover Variation,7
459,42,resign,black,Blitz,1639,1813,B06,Modern Defense: Mongredien Defense #2,6
460,2,outoftime,black,Blitz,1646,1795,D00,Queen's Pawn Game,2
461,11,resign,white,Blitz,1646,939,D10,Slav Defense,4
462,54,resign,black,Blitz,1657,1678,B08,Pirc Defense: Classical Variation,8
463,58,resign,white,Blitz,1667,1668,B06,Modern Defense: Three Pawns Attack,5
464,42,resign,black,Blitz,1683,1599,C30,King's Gambit Declined |  Queen's Knight Defense,4
465,116,draw,draw,Blitz,1596,1686,A40,Modern Defense,2
466,74,mate,black,Blitz,1769,1659,A10,English Opening: Great Snake Variation,2
467,54,mate,black,Blitz,1668,1761,A40,Horwitz Defense,2
468,85,resign,white,Blitz,1752,1677,A15,English Opening: Anglo-Indian Defense,2
469,38,resign,black,Blitz,1688,1743,B43,Sicilian Defense: Kan Variation |  Wing Attack,10
470,41,resign,white,Blitz,1582,1704,C00,French Defense: Knight Variation,3
471,121,mate,white,Blitz,1693,1666,B53,Sicilian Defense: Chekhover Variation,7
472,30,resign,black,Blitz,1676,1680,C00,French Defense: Knight Variation,3
473,64,resign,black,Rapid,1142,1679,D00,Queen's Pawn Game #2,3
474,15,mate,white,Rapid,1678,1148,C21,Danish Gambit Accepted |  Classical Defense,10
475,40,resign,black,Rapid,1154,1676,A00,Mieses Opening,1
476,128,draw,draw,Rapid,1686,1098,B00,Carr Defense,2
477,48,resign,black,Rapid,1102,1685,A00,Polish Opening,1
478,51,mate,white,Rapid,1684,1107,C01,French Defense: Mediterranean Defense,4
479,71,resign,black,Blitz,1493,1678,C00,French Defense #2,2
480,60,resign,white,Blitz,1525,1693,D02,Queen's Pawn Game: Zukertort Variation,3
481,58,mate,black,Blitz,1709,1681,A40,Horwitz Defense,2
482,60,resign,black,Blitz,1692,1699,A03,Bird Opening: Dutch Variation,2
483,40,resign,white,Blitz,1688,1704,A10,English Opening: Great Snake Variation,2
484,29,outoftime,white,Blitz,1699,1497,A11,English Opening: Caro-Kann Defensive System,2
485,98,resign,black,Blitz,1703,1943,A15,English Opening: Anglo-Indian Defense,2
486,71,resign,black,Blitz,1694,1692,C10,French Defense: Marshall Variation,6
487,135,draw,draw,Blitz,1696,1564,A10,English Opening: Great Snake Variation,2
488,34,mate,black,Blitz,1572,1688,C01,French Defense: Exchange Variation,5
489,60,mate,black,Blitz,1392,1684,C07,French Defense: Tarrasch Variation |  Open System,6
490,47,resign,black,Blitz,1707,1696,A34,English Opening: Symmetrical Variation |  Normal Variation,3
491,23,resign,white,Blitz,1684,1720,D08,Queen's Gambit Refused: Albin Countergambit |  Normal Line,7
492,78,mate,black,Blitz,1733,1672,A30,English Opening: Symmetrical Variation,2
493,35,mate,white,Blitz,1721,1736,E61,King's Indian Defense,6
494,53,resign,white,Blitz,1724,1733,A08,King's Indian Attack,4
495,120,mate,black,Blitz,1746,1712,A11,English Opening: Caro-Kann Defensive System,2
496,41,mate,white,Blitz,1741,1496,A13,English Opening: Agincourt Defense,2
497,42,resign,black,Rapid,1295,1240,D11,Slav Defense: Bonet Gambit,7
498,63,resign,white,Rapid,1430,1302,D03,Queen's Pawn Game: Torre Attack,5
499,23,resign,black,Rapid,1302,1248,D06,Queen's Gambit Refused: Marshall Defense,4
500,32,resign,black,Rapid,1314,1270,D20,Queen's Gambit Accepted: Old Variation,5
501,73,resign,white,Rapid,1445,1314,D31,Queen's Gambit Declined: Queen's Knight Variation,5
502,90,resign,black,Rapid,1321,1451,D50,Queen's Gambit Declined: Modern Variation,7
503,41,mate,white,Rapid,1300,1333,B52,Sicilian Defense: Canal Attack |  Main Line,6
504,43,resign,white,Rapid,1318,1449,D06,Queen's Gambit Refused: Marshall Defense,4
505,38,resign,black,Rapid,1450,1303,A73,Benoni Defense: Classical Variation |  Main Line,17
506,41,mate,white,Rapid,1290,1367,D20,Queen's Gambit Accepted: Old Variation,5
507,84,resign,black,Rapid,1300,1330,D35,Queen's Gambit Declined: Exchange Variation |  Positional Variation #2,9
508,56,resign,black,Rapid,1209,1291,A01,Nimzo-Larsen Attack: Modern Variation #4,5
509,30,resign,black,Rapid,1299,1418,D31,Semi-Slav Defense: Accelerated Move Order,6
510,6,resign,white,Classical,1814,1299,C50,Italian Game,5
511,67,resign,white,Rapid,1348,1308,C20,King's Pawn Game: Wayward Queen Attack,3
512,56,resign,black,Rapid,1318,1366,D20,Queen's Gambit Accepted: Old Variation,5
513,103,resign,white,Rapid,1324,1329,C44,Ponziani Opening: Jaenisch Counterattack,6
514,40,mate,black,Rapid,1345,1187,D20,Queen's Gambit Accepted: Old Variation,5
515,52,resign,black,Rapid,1352,1149,D31,Queen's Gambit Declined: Queen's Knight Variation,5
516,57,draw,draw,Rapid,1350,1429,D35,Queen's Gambit Declined: Exchange Variation |  Positional Variation,10
517,23,resign,white,Rapid,1403,1340,A40,Englund Gambit Declined |  Reversed French,3
518,39,mate,white,Rapid,1322,1072,D20,Queen's Gambit Accepted: Old Variation,5
519,52,resign,black,Rapid,1331,1382,D08,Queen's Gambit Refused: Albin Countergambit,4
520,41,resign,white,Rapid,1373,1341,D21,Queen's Gambit Accepted: Rosenthal Variation,6
521,33,resign,white,Rapid,1350,1265,C44,Scotch Game,5
522,58,resign,black,Rapid,1270,1299,D00,Queen's Pawn Game: Chigorin Variation,3
523,31,mate,white,Rapid,1223,1282,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
524,15,resign,white,Rapid,1289,1306,C50,Four Knights Game: Italian Variation,8
525,32,resign,black,Rapid,1007,1268,C50,Italian Game: Hungarian Defense,6
526,45,resign,white,Rapid,1170,1179,C21,Center Game,5
527,25,resign,white,Rapid,1442,1183,C70,Ruy Lopez: Morphy Defense |  Caro Variation,8
528,15,resign,white,Rapid,1172,1170,C42,Russian Game: Three Knights Game,5
529,62,resign,black,Rapid,1178,1346,B18,Caro-Kann Defense: Classical Variation,8
530,59,resign,white,Rapid,1171,1190,C53,Italian Game: Classical Variation |  Center Attack,9
531,51,resign,white,Rapid,1175,1329,C78,Ruy Lopez: Morphy Defense |  Neo-Arkhangelsk Variation,10
532,22,resign,black,Rapid,1273,1160,D00,Queen's Pawn Game,2
533,27,resign,white,Rapid,1154,974,C41,Philidor Defense,5
534,34,resign,black,Rapid,1167,1122,C65,Ruy Lopez: Berlin Defense #2,6
535,79,outoftime,white,Rapid,1439,1171,C70,Ruy Lopez: Morphy Defense |  Graz Variation,10
536,73,resign,white,Rapid,1245,1170,C53,Italian Game: Classical Variation |  Giuoco Pianissimo,9
537,74,mate,black,Rapid,1250,1156,A00,Hungarian Opening,1
538,92,resign,black,Rapid,1164,1263,C70,Ruy Lopez: Morphy Defense |  Caro Variation,8
539,26,resign,black,Rapid,1173,1251,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5
540,40,mate,black,Rapid,1089,1165,C50,Giuoco Piano,6
541,77,resign,white,Rapid,1278,1173,C20,King's Pawn Game: Macleod Attack,3
542,58,resign,black,Rapid,1178,1391,C64,Ruy Lopez: Classical Variation,6
543,51,mate,white,Rapid,1164,1293,C70,Ruy Lopez: Morphy Defense |  Graz Variation,10
544,73,outoftime,white,Rapid,1353,1170,C53,Italian Game: Classical Variation #2,7
545,50,mate,black,Rapid,1030,1162,D02,Queen's Pawn Game: Zukertort Variation,3
546,52,resign,black,Rapid,1176,1118,C42,Petrov's Defense,4
547,11,mate,white,Rapid,1353,1181,C20,Bishop's Opening: Boi Variation,4
548,61,resign,white,Rapid,1184,1184,C44,Scotch Game,5
549,19,resign,white,Rapid,1171,1252,C42,Russian Game: Three Knights Game,5
550,51,resign,white,Rapid,1157,1234,C55,Italian Game: Two Knights Defense |  Modern Bishop's Opening,7
551,12,resign,black,Rapid,1034,1149,D01,Queen's Pawn Game: Chigorin Variation,4
552,86,draw,draw,Rapid,1156,886,C50,Italian Game,5
553,27,mate,white,Rapid,1142,1226,C00,French Defense: Normal Variation,3
554,86,mate,black,Rapid,1042,1133,C20,King's Pawn Game: Leonardis Variation,3
555,61,mate,white,Rapid,1123,1084,C40,Elephant Gambit: Paulsen Countergambit,6
556,53,mate,white,Rapid,1247,1122,C20,King's Pawn Game: Leonardis Variation,3
557,50,mate,black,Rapid,1070,1112,A00,Van't Kruijs Opening,1
558,16,resign,white,Rapid,1099,1173,C15,French Defense: Winawer Variation |  Winckelmann-Riemer Gambit,7
559,110,outoftime,black,Rapid,1114,1027,C00,French Defense: Two Knights Variation,5
560,45,mate,white,Rapid,914,1133,C46,Three Knights Opening,5
561,93,mate,white,Rapid,1125,996,C42,Russian Game: Three Knights Game,5
562,105,resign,white,Rapid,1242,1125,C26,Vienna Game: Falkbeer Variation,4
563,60,resign,black,Rapid,1133,1234,C50,Giuoco Piano,6
564,58,mate,black,Rapid,981,1127,C70,Ruy Lopez,6
565,65,mate,white,Rapid,1111,1219,C48,Four Knights Game: Spanish Variation,7
566,56,mate,black,Rapid,1126,1054,C41,Philidor Defense,5
567,64,resign,black,Rapid,1147,908,B00,Goldsmith Defense: Picklepuss Defense,4
568,4,resign,black,Rapid,914,1141,A00,Ware Opening,1
569,58,resign,black,Rapid,1984,1948,B06,Modern Defense: Standard Defense,6
570,34,resign,black,Rapid,1954,2158,B23,Sicilian Defense: Closed Variation,3
571,101,resign,white,Rapid,2008,1954,A10,English Opening: Anglo-Scandinavian Defense |  Schulz Gambit,4
572,35,resign,black,Rapid,1954,2008,B23,Sicilian Defense: Grand Prix Attack,5
573,54,resign,black,Rapid,2008,1954,A15,English Opening: Anglo-Indian Defense,2
574,116,resign,black,Rapid,1954,2008,A01,Nimzo-Larsen Attack: English Variation,2
575,115,mate,white,Rapid,2100,1960,A45,Indian Game,2
576,48,draw,draw,Rapid,1945,1961,B01,Scandinavian Defense: Marshall Variation,6
577,56,draw,draw,Rapid,1982,1960,B01,Scandinavian Defense,2
578,54,resign,black,Rapid,1974,1899,A01,Nimzo-Larsen Attack: Classical Variation,2
579,37,resign,white,Rapid,2068,1982,B09,Pirc Defense: Austrian Attack |  Unzicker Attack,11
580,81,resign,white,Rapid,1959,2028,A01,Nimzo-Larsen Attack,1
581,45,resign,white,Rapid,2005,1969,A02,Bird Opening,1
582,161,mate,white,Rapid,1960,1868,A01,Nimzo-Larsen Attack: English Variation,2
583,88,resign,black,Rapid,1964,2287,B00,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,5
584,148,draw,draw,Rapid,1914,1965,B01,Scandinavian Defense: Modern Variation #2,4
585,119,mate,white,Rapid,1951,2049,A01,Nimzo-Larsen Attack: Classical Variation,2
586,60,resign,black,Rapid,2149,1933,A52,Budapest Defense: Adler Variation,7
587,34,mate,black,Rapid,1599,1929,B01,Scandinavian Defense: Icelandic-Palme Gambit,6
588,94,resign,black,Rapid,1882,1919,B01,Scandinavian Defense: Icelandic-Palme Gambit,6
589,122,mate,black,Rapid,1699,1914,B01,Scandinavian Defense: Modern Variation,5
590,44,resign,black,Rapid,1916,2285,A01,Nimzo-Larsen Attack: Symmetrical Variation,2
591,26,resign,black,Rapid,1936,1638,A01,Nimzo-Larsen Attack: Modern Variation #4,5
592,116,resign,black,Rapid,1758,1929,B01,Scandinavian Defense: Modern Variation #2,4
593,31,resign,white,Rapid,1265,1957,B00,Nimzowitsch Defense: Scandinavian Variation |  Advance Variation,5
594,133,mate,white,Rapid,1954,1578,E90,King's Indian Defense: Normal Variation |  Rare Defenses,9
